seed,mean_encoded,injected_linear_rgb_sigma,gray,domain,component,measured,reference,passed
6113,0.941176474,0.00800000038,true,linear,cr,3.86893052e-17,5.4280644e-17,true
6113,0.941176474,0.00800000038,true,encoded,y,0.00380850234,0.00380970305,true
6113,0.941176474,0.00800000038,true,encoded,cb,3.04442402e-17,4.29747063e-17,true
6113,0.941176474,0.00800000038,true,encoded,cr,3.84190157e-17,5.42317973e-17,true
6113,0.941176474,0.00800000038,false,linear,y,0.00600612396,0.00600261614,true
6113,0.941176474,0.00800000038,false,linear,cb,0.00535786198,0.00537057174,true
6113,0.941176474,0.00800000038,false,linear,cr,0.00610774523,0.00606901012,true
6113,0.941176474,0.00800000038,false,encoded,y,0.0028611403,0.00285943667,true
6113,0.941176474,0.00800000038,false,encoded,cb,0.00255248346,0.00255833147,true
6113,0.941176474,0.00800000038,false,encoded,cr,0.00291028828,0.00289115356,true
6113,0.941176474,0.0320000015,true,linear,y,0.0319765322,0.031989675,true
6113,0.941176474,0.0320000015,true,linear,cb,3.06867431e-17,4.30634958e-17,true
6113,0.941176474,0.0320000015,true,linear,cr,3.87250427e-17,5.43438439e-17,true
6113,0.941176474,0.0320000015,true,encoded,y,0.015238164,0.0152490931,true
6113,0.941176474,0.0320000015,true,encoded,cb,3.02448599e-17,4.3011218e-17,true
6113,0.941176474,0.0320000015,true,encoded,cr,3.81674072e-17,5.42778746e-17,true
6113,0.941176474,0.0320000015,false,linear,y,0.0240244959,0.0240104645,true
6113,0.941176474,0.0320000015,false,linear,cb,0.0214314479,0.021482287,true
6113,0.941176474,0.0320000015,false,linear,cr,0.0244309809,0.0242760405,true
6113,0.941176474,0.0320000015,false,encoded,y,0.0114543634,0.0114453165,true
6113,0.941176474,0.0320000015,false,encoded,cb,0.0102174748,0.0102398461,true
6113,0.941176474,0.0320000015,false,encoded,cr,0.0116500724,0.0115733761,true
6113,0.941176474,0.064000003,true,linear,y,0.0639530644,0.06397935,true
6113,0.941176474,0.064000003,true,linear,cb,3.08212327e-17,4.31108734e-17,true
6113,0.941176474,0.064000003,true,linear,cr,3.88947603e-17,5.44036325e-17,true
6113,0.941176474,0.064000003,true,encoded,y,0.0305276159,0.0305661839,true
6113,0.941176474,0.064000003,true,encoded,cb,3.03230152e-17,4.31021351e-17,true
6113,0.941176474,0.064000003,true,encoded,cr,3.82660369e-17,5.43926078e-17,true
6113,0.941176474,0.064000003,false,linear,y,0.0480489917,0.0480209291,true
6113,0.941176474,0.064000003,false,linear,cb,0.0428628959,0.0429645739,true
6113,0.941176474,0.064000003,false,linear,cr,0.0488619618,0.048552081,true
6113,0.941176474,0.064000003,false,encoded,y,0.0229635816,0.0229411833,true
6113,0.941176474,0.064000003,false,encoded,cb,0.0204812977,0.0205242168,true
6113,0.941176474,0.064000003,false,encoded,cr,0.0233547334,0.0232009962,true
92821,0.0627451017,0.00100000005,true,linear,y,0.000998258241,0.00100105838,true
